sqft,bedrooms,bathrooms,location_score,year_built,garage_capacity,price,price_bucket_proxy
2144.3,4,3.8,1.03,2010,1,561300.0,549968.58
2130.2,2,2.3,3.17,1960,2,548400.0,537922.14
1932.8,3,3.3,5.59,1968,2,612800.0,599921.17
2405.4,3,3.7,4.42,1977,1,659400.0,646298.44
2396.7,1,1.3,5.04,2004,0,648100.0,634822.3
1125.7,1,1.6,9.83,2017,1,535400.0,524490.15
2652.2,3,3.6,4.15,2006,0,715600.0,702115.58
1168.8,3,3.1,5.07,1962,0,433000.0,423514.76
2516.3,3,2.9,2.2,1983,1,614700.0,602788.82
2563.4,3,3.2,1.43,1987,1,623900.0,611183.04
1454.5,3,3.1,7.98,1969,3,571800.0,560100.17
1794.6,1,2.2,6.14,1968,1,527900.0,516786.22
1447.1,2,2.8,7.85,1972,2,530200.0,519972.95
1892.5,2,2.5,2.35,2007,2,520600.0,510092.3
1846.0,1,2.2,6.15,1994,2,579400.0,567653.17
2389.8,5,4.7,3.28,2013,1,713700.0,699480.92
2655.2,3,2.8,3.05,1982,3,692300.0,678368.86
2697.8,3,3.0,1.1,2006,2,646700.0,632765.66
1718.9,2,2.4,2.17,1976,2,437700.0,428700.59
1895.4,3,2.9,3.78,2005,1,568000.0,557087.72
1158.3,2,2.9,2.05,1966,0,346000.0,338326.69
1597.1,1,2.0,9.87,2011,2,645400.0,631947.03
2482.4,2,2.3,3.78,1975,0,627100.0,614344.6
2807.8,4,4.1,2.17,2012,1,717300.0,702591.19
1382.8,3,3.5,2.79,1999,1,439900.0,431088.06
1703.8,3,3.7,6.29,1995,2,590300.0,577947.46
1986.8,3,3.6,1.58,2022,3,564000.0,552526.07
2140.1,4,4.0,8.76,1979,1,736300.0,721550.0
1595.2,1,2.0,9.65,1983,2,609000.0,597144.47
2212.0,2,2.6,3.22,2006,2,594700.0,583428.39
1763.1,2,2.6,5.05,1964,1,516000.0,505549.23
1992.8,4,3.6,1.2,2004,3,545400.0,535436.03
2273.1,5,4.4,6.77,1965,2,744200.0,729224.05
2003.2,2,2.5,4.73,1987,2,581500.0,570284.44
1781.8,4,3.8,3.43,2018,1,565900.0,555547.75
1945.2,4,3.5,2.86,2021,2,581300.0,569743.65
1955.8,2,2.7,6.89,1964,1,579800.0,567517.24
1815.0,3,2.8,4.75,2008,1,592000.0,580205.45
1870.6,3,3.3,2.62,1998,1,535500.0,524484.18
2799.3,5,4.8,7.2,1997,2,841800.0,824826.78
2280.5,2,3.0,6.09,1961,2,660900.0,648674.49
1852.3,4,4.0,8.73,2002,1,717000.0,702048.62
2348.5,2,2.1,2.06,1998,0,561600.0,550518.23
1833.1,3,3.3,8.07,2013,2,702700.0,688207.14
2586.6,3,3.6,7.06,1980,1,759600.0,744254.17
2184.8,3,3.7,2.04,1999,2,563500.0,552602.42
1946.3,4,3.9,7.25,1996,0,672800.0,659503.08
2223.9,4,3.8,4.97,2018,1,690300.0,676381.48
1214.6,4,4.4,9.5,1977,3,603600.0,591203.1
1436.6,1,1.4,2.27,2013,0,398300.0,390492.04
1403.0,3,3.4,6.79,2007,1,530600.0,520841.84
2071.5,2,2.4,4.44,2005,1,603500.0,590979.32
2866.3,3,2.8,9.61,1971,3,860400.0,844147.83
3115.7,3,3.1,3.97,1976,2,760300.0,745693.75
2319.0,3,3.0,9.66,1996,1,777000.0,762144.68
2250.4,3,3.4,9.11,2005,0,761200.0,746130.22
1099.5,5,5.2,3.43,1997,2,473200.0,464321.56
1728.7,2,2.3,8.23,1974,1,584600.0,572403.58
1606.1,3,3.6,9.96,1966,2,643500.0,630295.98
1689.6,3,2.8,3.27,1973,0,458000.0,449222.91
1915.9,2,2.5,4.93,2009,0,564000.0,552867.92
1764.0,2,2.1,5.68,1960,2,550900.0,539807.81
1010.4,4,4.4,3.65,1997,1,425600.0,415836.7
2374.0,4,4.3,1.14,1962,2,601800.0,589546.26
1463.6,4,4.2,2.98,1996,0,499000.0,488432.97
2119.6,5,5.1,3.54,2003,1,641700.0,629112.77
3037.0,2,2.6,4.99,1990,3,783900.0,768126.42
1540.3,3,3.7,2.54,2002,1,506300.0,495859.85
734.9,3,3.5,8.86,1972,2,492000.0,483481.46
1857.0,3,3.7,7.34,2007,1,629800.0,617723.09
2550.5,3,3.3,1.77,2022,2,663300.0,650561.94
2979.2,3,2.9,6.85,1977,2,820900.0,805583.11
1385.2,3,3.3,6.88,2022,1,578000.0,566841.1
2248.3,3,2.9,9.61,1976,2,746300.0,730988.52
1767.3,2,2.6,1.03,1976,2,425200.0,416252.05
1947.0,3,3.2,3.23,2020,1,562500.0,551732.45
3322.2,3,3.4,9.35,1970,2,937000.0,917230.32
1248.5,3,2.8,9.39,1979,2,585500.0,573751.11
2126.9,2,2.2,7.49,1969,1,625900.0,612296.44
2233.8,3,3.2,7.89,1988,1,705800.0,691733.42
2542.9,1,2.2,1.82,2007,1,565500.0,554617.04
2049.0,3,3.1,5.62,1993,1,643100.0,630377.71
2154.0,4,3.9,3.08,1976,2,623500.0,611499.05
1804.2,3,3.5,2.63,2013,1,525000.0,515482.41
2134.6,2,2.6,8.29,2021,3,727100.0,712486.23
1828.4,3,3.0,2.22,2011,1,523100.0,514041.83
2310.8,3,3.2,5.22,2001,1,694700.0,680912.33
1815.2,4,3.7,9.45,1972,2,703000.0,689414.58
2188.6,3,3.7,2.67,2003,2,594100.0,581912.47
1985.4,3,2.9,9.8,2006,2,714700.0,701215.66
2563.0,3,3.1,9.95,1998,0,805900.0,790302.86
1974.3,2,2.0,6.0,2023,1,620900.0,609217.73
1113.5,2,2.2,2.53,1986,1,341100.0,334305.25
2631.0,3,3.5,3.84,2013,3,732000.0,716732.29
1547.1,3,3.0,4.82,2012,1,523300.0,513064.2
1673.1,3,2.8,3.78,1985,2,498500.0,487681.49
1702.2,2,2.5,3.53,1987,2,478500.0,468761.91
2687.2,1,1.3,9.75,1972,1,801100.0,785173.54
932.2,3,2.8,2.38,1971,2,348000.0,342228.61
3568.9,2,2.8,7.6,2003,2,976400.0,957031.27
2528.0,3,3.5,1.0,1987,2,616800.0,604533.77
2111.6,1,2.2,6.37,1961,1,585000.0,573268.48
1972.6,3,3.6,9.24,1996,1,733000.0,717668.95
2142.8,4,4.2,3.59,2016,1,640200.0,627438.91
2260.6,2,2.1,2.67,2016,0,577000.0,565511.44
2322.6,3,3.5,6.87,1993,2,722500.0,707565.7
2277.8,1,2.1,7.41,1982,2,628900.0,615728.63
2044.8,3,3.5,7.19,2017,1,714500.0,699969.21
1901.3,3,3.3,3.87,2021,2,599900.0,587934.47
1924.4,3,3.0,3.27,2011,2,574900.0,563173.22
1902.5,3,3.6,9.6,2004,1,715000.0,700174.56
2566.9,4,4.2,9.31,1988,0,830000.0,813544.64
2296.8,2,3.0,5.12,1994,2,645600.0,632957.43
600.0,1,1.4,8.62,1970,2,392400.0,384612.65
2328.0,4,3.7,5.07,2007,2,688200.0,674154.51
2097.4,3,3.0,4.82,1992,0,607400.0,595549.42
1990.6,4,4.3,2.41,2010,1,588600.0,576732.73
1805.7,3,2.9,4.84,1970,0,530800.0,519589.46
2562.1,4,3.6,5.84,1968,2,742300.0,727972.12
2473.8,3,3.7,1.2,1973,2,580300.0,568870.75
1613.6,3,2.8,5.0,2022,0,529100.0,518458.35
2203.5,4,4.3,8.03,1968,2,739000.0,723434.47
1514.2,3,3.1,7.12,1998,2,593300.0,581061.57
1310.2,2,2.8,6.72,2007,2,496800.0,487873.28
1686.6,2,2.6,9.19,1962,3,633900.0,620467.83
2431.2,2,2.9,1.16,1988,0,545700.0,534660.33
2476.6,2,2.9,6.01,1978,3,702400.0,688343.83
2256.5,2,2.0,8.09,1995,0,670200.0,656956.24
2362.5,3,2.8,5.87,1991,1,672700.0,658497.41
2258.1,3,3.0,3.92,1966,2,624600.0,612195.09
1679.3,3,3.4,2.23,2014,3,517400.0,506208.95
2216.0,3,3.6,8.99,1987,2,747600.0,732696.71
2400.2,1,1.7,5.24,2003,2,651000.0,637653.8
2377.1,1,1.9,8.9,2021,2,764400.0,748679.07
2594.5,2,2.2,6.27,1977,2,720400.0,706409.41
2354.2,3,3.6,7.07,2019,0,734700.0,719888.2
2175.7,2,3.0,8.24,2022,2,749600.0,734844.86
2535.1,2,2.3,6.93,1964,1,715000.0,700953.41
1986.7,3,3.2,4.58,1982,1,589400.0,578246.98
1559.1,4,3.6,5.62,2014,1,578400.0,566227.87
1918.5,1,1.8,8.23,1981,2,634300.0,622073.51
1627.5,3,3.3,4.36,1985,3,541300.0,530482.23
